product_id,product_name,brand,category,base_price,discount_percent,final_price,quantity_sold,revenue,season,sale_year,sale_month,is_promotional_period,source_file
13736,T-shirt,Forever 21,Men's Fashion,69.0,19.73764313343721,55.381026237928324,1,55.381026237928324,Winter,2024,1,True,kaggle_shopping
13837,Jeans,Forever 21,Men's Fashion,45.0,28.0245457769788,32.388954400359545,1,32.388954400359545,Summer,2024,6,True,kaggle_shopping
13938,Dress,Uniqlo,Men's Fashion,37.0,21.32489847007773,29.10978756607124,1,29.10978756607124,Winter,2024,1,True,kaggle_shopping
14039,Pants,Forever 21,Men's Fashion,60.0,25.83831952106297,44.49700828736222,1,44.49700828736222,Summer,2024,6,True,kaggle_shopping
14140,Handbag,Kate Spade,Accessories,76.0,26.09458190359073,56.16811775327105,1,56.16811775327105,Winter,2024,1,True,kaggle_shopping
14241,Scarf,Kate Spade,Accessories,39.0,22.239593630065094,30.326558484274614,1,30.326558484274614,Spring,2024,5,True,kaggle_shopping
14342,Coat,North Face,Women's Fashion,100.0,18.35254283954562,81.64745716045438,1,81.64745716045438,Spring,2024,5,True,kaggle_shopping
14443,Scarf,Coach,Accessories,69.0,29.67495044882677,48.52428419030952,1,48.52428419030952,Fall,2024,9,True,kaggle_shopping
14544,Hat,Coach,Accessories,53.0,29.13637988398767,37.55771866148653,1,37.55771866148653,Summer,2024,6,True,kaggle_shopping
14645,Socks,Forever 21,Men's Fashion,21.0,15.413079691796355,17.763253264722767,1,17.763253264722767,Fall,2024,9,True,kaggle_shopping
14746,Shirt,Gap,Men's Fashion,43.0,27.87725075726682,31.01278217437527,1,31.01278217437527,Summer,2024,6,True,kaggle_shopping
14847,Jewelry,Coach,Accessories,54.0,26.750479277595097,39.554741190098646,1,39.554741190098646,Winter,2024,1,True,kaggle_shopping
14948,Shirt,Uniqlo,Men's Fashion,55.0,28.012599970054186,39.5930700164702,1,39.5930700164702,Summer,2024,6,True,kaggle_shopping
15049,Hoodie,Gap,Men's Fashion,30.0,19.433268388674037,24.170019483397787,1,24.170019483397787,Spring,2024,5,True,kaggle_shopping
15150,Blouse,Uniqlo,Men's Fashion,28.0,21.83905765760037,21.8850638558719,1,21.8850638558719,Spring,2024,5,True,kaggle_shopping
15251,Skirt,Gap,Men's Fashion,59.0,25.446903605142083,43.986326872966174,1,43.986326872966174,Winter,2024,1,True,kaggle_shopping
15352,T-shirt,Zara,Men's Fashion,20.0,27.153684654831984,14.569263069033603,1,14.569263069033603,Summer,2024,6,True,kaggle_shopping
15453,Skirt,Zara,Men's Fashion,24.0,20.904076309877496,18.983021685629403,1,18.983021685629403,Winter,2024,1,True,kaggle_shopping
15554,Coat,Canada Goose,Women's Fashion,94.0,28.60719079094397,67.10924065651267,1,67.10924065651267,Summer,2024,6,True,kaggle_shopping
15655,Jacket,Canada Goose,Women's Fashion,28.0,24.839967855550825,21.044809000445767,1,21.044809000445767,Winter,2024,1,True,kaggle_shopping
15756,Backpack,Coach,Accessories,73.0,20.224058036443918,58.236437633395944,1,58.236437633395944,Summer,2024,6,True,kaggle_shopping
15857,Coat,North Face,Women's Fashion,64.0,15.495261418919315,54.08303269189164,1,54.08303269189164,Summer,2024,6,True,kaggle_shopping
15958,Hoodie,H&M,Men's Fashion,54.0,23.450322594478394,41.33682579898167,1,41.33682579898167,Summer,2024,6,True,kaggle_shopping
16059,Belt,Kate Spade,Accessories,79.0,23.44333595657963,60.47976459430209,1,60.47976459430209,Spring,2024,5,True,kaggle_shopping
16160,Sweater,Gap,Men's Fashion,37.0,23.061302356631348,28.4673181280464,1,28.4673181280464,Summer,2024,6,True,kaggle_shopping
16261,Scarf,Michael Kors,Accessories,68.0,22.631721289474683,52.610429523157215,1,52.610429523157215,Winter,2024,1,True,kaggle_shopping
16362,Sneakers,New Balance,Footwear,21.0,27.439450831922713,15.237715325296229,1,15.237715325296229,Spring,2024,5,True,kaggle_shopping
16463,Sunglasses,Michael Kors,Accessories,79.0,21.239229600687025,62.22100861545725,1,62.22100861545725,Winter,2024,1,True,kaggle_shopping
16564,Boots,Adidas,Footwear,83.0,24.94299458517991,62.29731449430067,1,62.29731449430067,Fall,2024,9,True,kaggle_shopping
16665,Backpack,Fossil,Accessories,36.0,15.58842813580073,30.388165871111738,1,30.388165871111738,Spring,2024,5,True,kaggle_shopping
16766,Blouse,H&M,Men's Fashion,94.0,20.390508002718175,74.83292247744491,1,74.83292247744491,Winter,2024,1,True,kaggle_shopping
16867,Coat,Columbia,Women's Fashion,33.0,29.337347176108473,23.318675431884202,1,23.318675431884202,Winter,2024,1,True,kaggle_shopping
16968,Handbag,Kate Spade,Accessories,46.0,28.141795557874197,33.05477404337787,1,33.05477404337787,Summer,2024,6,True,kaggle_shopping
17069,Belt,Michael Kors,Accessories,70.0,24.74540256665051,52.67821820334464,1,52.67821820334464,Summer,2024,6,True,kaggle_shopping
17170,Belt,Fossil,Accessories,29.0,16.63468604554293,24.17594104679255,1,24.17594104679255,Fall,2024,9,True,kaggle_shopping
17271,Dress,Forever 21,Men's Fashion,48.0,29.036274161525213,34.062588402467895,1,34.062588402467895,Summer,2024,6,True,kaggle_shopping
17372,Dress,Forever 21,Men's Fashion,26.0,29.88755816673722,18.22923487664832,1,18.22923487664832,Winter,2024,1,True,kaggle_shopping
17473,Pants,Forever 21,Men's Fashion,85.0,18.117566979321225,69.60006806757696,1,69.60006806757696,Spring,2024,5,True,kaggle_shopping
17574,Gloves,Kate Spade,Accessories,58.0,23.657790385152126,44.27848157661177,1,44.27848157661177,Spring,2024,5,True,kaggle_shopping
17675,Scarf,Fossil,Accessories,85.0,25.766472986650946,63.098497961346695,1,63.098497961346695,Summer,2024,6,True,kaggle_shopping
17776,Hat,Kate Spade,Accessories,43.0,21.235187140208037,33.868869529710544,1,33.868869529710544,Summer,2024,6,True,kaggle_shopping
17877,Dress,Zara,Men's Fashion,53.0,19.45758292851628,42.68748104788637,1,42.68748104788637,Summer,2024,6,True,kaggle_shopping
17978,Skirt,Forever 21,Men's Fashion,91.0,18.185627960168112,74.45107855624701,1,74.45107855624701,Spring,2024,5,True,kaggle_shopping
18079,Jacket,Patagonia,Women's Fashion,96.0,28.75926293325238,68.39110758407773,1,68.39110758407773,Winter,2024,1,True,kaggle_shopping
18180,Sandals,Converse,Footwear,72.0,15.680888303769319,60.709760421286084,1,60.709760421286084,Summer,2024,6,True,kaggle_shopping
18281,Shoes,Puma,Footwear,96.0,16.908463647916708,79.76787489799996,1,79.76787489799996,Summer,2024,6,True,kaggle_shopping
18382,Pants,Gap,Men's Fashion,28.0,22.921738125464657,21.581913324869898,1,21.581913324869898,Spring,2024,5,True,kaggle_shopping
18483,Dress,H&M,Men's Fashion,40.0,24.83604804764243,30.065580780943026,1,30.065580780943026,Summer,2024,6,True,kaggle_shopping
18584,Coat,Canada Goose,Women's Fashion,32.0,27.102629353641035,23.32715860683487,1,23.32715860683487,Spring,2024,5,True,kaggle_shopping
18685,Sunglasses,Fossil,Accessories,95.0,19.507741163746037,76.46764589444126,1,76.46764589444126,Winter,2024,1,True,kaggle_shopping
18786,Hoodie,Uniqlo,Men's Fashion,41.0,17.05350223012958,34.00806408564687,1,34.00806408564687,Spring,2024,5,True,kaggle_shopping
18887,Shoes,Adidas,Footwear,53.0,19.188493182646646,42.83009861319728,1,42.83009861319728,Fall,2024,9,True,kaggle_shopping
18988,T-shirt,Forever 21,Men's Fashion,47.0,29.363459736921335,33.199173923646974,1,33.199173923646974,Fall,2024,9,True,kaggle_shopping
19089,Jacket,North Face,Women's Fashion,83.0,17.135785442508258,68.77729808271815,1,68.77729808271815,Fall,2024,9,True,kaggle_shopping
19190,Hat,Coach,Accessories,48.0,18.751215038661787,38.99941678144234,1,38.99941678144234,Summer,2024,6,True,kaggle_shopping
19291,Scarf,Coach,Accessories,99.0,19.034942443268946,80.15540698116375,1,80.15540698116375,Winter,2024,1,True,kaggle_shopping
19392,Jacket,Columbia,Women's Fashion,87.0,22.86347357693007,67.10877798807084,1,67.10877798807084,Winter,2024,1,True,kaggle_shopping
19493,Sweater,Uniqlo,Men's Fashion,62.0,22.640279577122612,47.96302666218398,1,47.96302666218398,Fall,2024,9,True,kaggle_shopping
19594,Skirt,Gap,Men's Fashion,76.0,17.578312518170687,62.64048248619027,1,62.64048248619027,Spring,2024,5,True,kaggle_shopping
19695,Sneakers,Adidas,Footwear,100.0,27.583355668577774,72.41664433142223,1,72.41664433142223,Fall,2024,9,True,kaggle_shopping
19796,Gloves,Coach,Accessories,73.0,19.769641083826798,58.56816200880644,1,58.56816200880644,Spring,2024,5,True,kaggle_shopping
19897,Shoes,Converse,Footwear,92.0,19.961395400055807,73.63551623194866,1,73.63551623194866,Winter,2024,1,True,kaggle_shopping
19998,Jeans,Uniqlo,Men's Fashion,67.0,23.24275130070241,51.42735662852938,1,51.42735662852938,Spring,2024,5,True,kaggle_shopping
20099,Hoodie,Uniqlo,Men's Fashion,40.0,29.47005353582052,28.211978585671794,1,28.211978585671794,Summer,2024,6,True,kaggle_shopping
20100,Sunglasses,Michael Kors,Accessories,98.0,24.47911910392338,74.01046327815509,1,74.01046327815509,Fall,2024,9,True,kaggle_shopping
20201,Coat,Patagonia,Women's Fashion,85.0,23.849880482066197,64.72760159024374,1,64.72760159024374,Spring,2024,5,True,kaggle_shopping
20302,Socks,Uniqlo,Men's Fashion,67.0,22.892388180240612,51.66209991923879,1,51.66209991923879,Winter,2024,1,True,kaggle_shopping
20403,Boots,New Balance,Footwear,89.0,17.68654593429109,73.25897411848094,1,73.25897411848094,Winter,2024,1,True,kaggle_shopping
20504,Sunglasses,Coach,Accessories,24.0,18.213036668299818,19.628871199608042,1,19.628871199608042,Spring,2024,5,True,kaggle_shopping
20605,Backpack,Coach,Accessories,96.0,15.043251370098371,81.55847868470556,1,81.55847868470556,Fall,2024,9,True,kaggle_shopping
20706,Jacket,Canada Goose,Women's Fashion,35.0,22.114102339473185,27.260064181184386,1,27.260064181184386,Summer,2024,6,True,kaggle_shopping
20807,Sneakers,New Balance,Footwear,67.0,19.582056640495104,53.88002205086828,1,53.88002205086828,Winter,2024,1,True,kaggle_shopping
20908,Socks,Gap,Men's Fashion,79.0,16.56281121015129,65.91537914398049,1,65.91537914398049,Spring,2024,5,True,kaggle_shopping
21009,T-shirt,Uniqlo,Men's Fashion,85.0,24.441850750975703,64.22442686167065,1,64.22442686167065,Spring,2024,5,True,kaggle_shopping
21110,Backpack,Fossil,Accessories,26.0,26.798534174465967,19.032381114638852,1,19.032381114638852,Summer,2024,6,True,kaggle_shopping
21211,Belt,Michael Kors,Accessories,75.0,19.679779246109113,60.24016556541817,1,60.24016556541817,Summer,2024,6,True,kaggle_shopping
21312,Gloves,Kate Spade,Accessories,65.0,29.047835008112294,46.118907244727005,1,46.118907244727005,Spring,2024,5,True,kaggle_shopping
21413,Hat,Kate Spade,Accessories,54.0,15.472589396919478,45.644801725663484,1,45.644801725663484,Winter,2024,1,True,kaggle_shopping
21514,Coat,North Face,Women's Fashion,95.0,27.57683158724224,68.80200999211986,1,68.80200999211986,Summer,2024,6,True,kaggle_shopping
21615,Skirt,Forever 21,Men's Fashion,94.0,17.429498132747984,77.61627175521689,1,77.61627175521689,Spring,2024,5,True,kaggle_shopping
21716,Shoes,Adidas,Footwear,86.0,20.040815648958187,68.76489854189596,1,68.76489854189596,Spring,2024,5,True,kaggle_shopping
21817,Sandals,Puma,Footwear,32.0,20.362299956067652,25.48406401405835,1,25.48406401405835,Summer,2024,6,True,kaggle_shopping
21918,Sweater,Forever 21,Men's Fashion,45.0,28.761813267913894,32.057184029438744,1,32.057184029438744,Fall,2024,9,True,kaggle_shopping
22019,Coat,North Face,Women's Fashion,76.0,28.3993954882561,54.416459428925364,1,54.416459428925364,Fall,2024,9,True,kaggle_shopping
22120,Hat,Michael Kors,Accessories,84.0,23.16135602730104,64.54446093706713,1,64.54446093706713,Summer,2024,6,True,kaggle_shopping
22221,Shorts,H&M,Men's Fashion,72.0,24.781227786649875,54.157515993612094,1,54.157515993612094,Winter,2024,1,True,kaggle_shopping
22322,Backpack,Kate Spade,Accessories,40.0,18.478079851234376,32.60876805950625,1,32.60876805950625,Spring,2024,5,True,kaggle_shopping
22423,Sweater,Gap,Men's Fashion,89.0,16.414641727975148,74.39096886210211,1,74.39096886210211,Fall,2024,9,True,kaggle_shopping
22524,Sweater,Zara,Men's Fashion,86.0,24.672487113667813,64.78166108224569,1,64.78166108224569,Spring,2024,5,True,kaggle_shopping
22625,Shorts,Zara,Men's Fashion,54.0,27.117233019336417,39.35669416955834,1,39.35669416955834,Winter,2024,1,True,kaggle_shopping
22726,Shorts,H&M,Men's Fashion,36.0,19.928498244884047,28.82574063184174,1,28.82574063184174,Spring,2024,5,True,kaggle_shopping
22827,Sweater,Forever 21,Men's Fashion,89.0,24.682095073538672,67.03293538455058,1,67.03293538455058,Winter,2024,1,True,kaggle_shopping
22928,Scarf,Kate Spade,Accessories,32.0,27.564394595893603,23.179393729314047,1,23.179393729314047,Spring,2024,5,True,kaggle_shopping
23029,Dress,Zara,Men's Fashion,67.0,26.319592293125353,49.36587316360602,1,49.36587316360602,Summer,2024,6,True,kaggle_shopping
23130,Scarf,Fossil,Accessories,39.0,18.534823089920973,31.771418994930823,1,31.771418994930823,Fall,2024,9,True,kaggle_shopping
23231,Skirt,Uniqlo,Men's Fashion,29.0,29.385661742913236,20.478158094555162,1,20.478158094555162,Summer,2024,6,True,kaggle_shopping
23332,Backpack,Michael Kors,Accessories,58.0,29.08477762064995,41.130828980023026,1,41.130828980023026,Fall,2024,9,True,kaggle_shopping
23433,Sweater,Zara,Men's Fashion,65.0,17.609154249751093,53.55404973766179,1,53.55404973766179,Winter,2024,1,True,kaggle_shopping
23534,Hat,Kate Spade,Accessories,94.0,23.646665014179128,71.77213488667162,1,71.77213488667162,Fall,2024,9,True,kaggle_shopping
23635,Sandals,Adidas,Footwear,81.0,23.18543837373595,62.21979491727389,1,62.21979491727389,Fall,2024,9,True,kaggle_shopping
23736,Blouse,Uniqlo,Men's Fashion,86.0,26.844524820062322,62.9137086547464,1,62.9137086547464,Winter,2024,1,True,kaggle_shopping
23837,Sneakers,New Balance,Footwear,43.0,29.150399027221958,30.465328418294558,1,30.465328418294558,Spring,2024,5,True,kaggle_shopping
23938,Skirt,Zara,Men's Fashion,29.0,18.313895893400407,23.688970190913885,1,23.688970190913885,Winter,2024,1,True,kaggle_shopping
24039,Coat,North Face,Women's Fashion,95.0,15.477413043178254,80.29645760898066,1,80.29645760898066,Fall,2024,9,True,kaggle_shopping
24140,Shirt,Zara,Men's Fashion,28.0,19.992168413245672,22.402192844291214,1,22.402192844291214,Fall,2024,9,True,kaggle_shopping
24241,Gloves,Kate Spade,Accessories,46.0,27.785978990437727,33.21844966439864,1,33.21844966439864,Fall,2024,9,True,kaggle_shopping
24342,Jacket,Columbia,Women's Fashion,58.0,27.350342551168694,42.13680132032216,1,42.13680132032216,Fall,2024,9,True,kaggle_shopping
24443,Coat,North Face,Women's Fashion,48.0,20.559501950349507,38.13143906383224,1,38.13143906383224,Fall,2024,9,True,kaggle_shopping
24544,Shoes,Converse,Footwear,43.0,27.35946696743315,31.235429204003747,1,31.235429204003747,Fall,2024,9,True,kaggle_shopping
24645,Jewelry,Fossil,Accessories,95.0,28.08525244676884,68.31901017556959,1,68.31901017556959,Fall,2024,9,True,kaggle_shopping
24746,Skirt,Uniqlo,Men's Fashion,30.0,17.118532345049804,24.864440296485057,1,24.864440296485057,Fall,2024,9,True,kaggle_shopping
24847,Shoes,Nike,Footwear,64.0,24.252154450299194,48.47862115180852,1,48.47862115180852,Summer,2024,6,True,kaggle_shopping
24948,Gloves,Michael Kors,Accessories,90.0,17.630101071010785,74.1329090360903,1,74.1329090360903,Fall,2024,9,True,kaggle_shopping
25049,Pants,H&M,Men's Fashion,76.0,15.343635183927182,64.33883726021534,1,64.33883726021534,Summer,2024,6,True,kaggle_shopping
25150,Boots,New Balance,Footwear,96.0,17.799171709105764,78.91279515925847,1,78.91279515925847,Fall,2024,9,True,kaggle_shopping
25251,Sunglasses,Kate Spade,Accessories,47.0,23.281549349118663,36.05767180591423,1,36.05767180591423,Fall,2024,9,True,kaggle_shopping
25352,Shirt,Gap,Men's Fashion,85.0,28.648427232846977,60.64883685208007,1,60.64883685208007,Summer,2024,6,True,kaggle_shopping
25453,Hoodie,Gap,Men's Fashion,55.0,18.09126749089426,45.04980288000816,1,45.04980288000816,Winter,2024,1,True,kaggle_shopping
25554,Dress,H&M,Men's Fashion,98.0,23.72588487495669,74.74863282254245,1,74.74863282254245,Fall,2024,9,True,kaggle_shopping
25655,Socks,Zara,Men's Fashion,77.0,18.83627671092514,62.496066932587645,1,62.496066932587645,Spring,2024,5,True,kaggle_shopping
25756,Shorts,Zara,Men's Fashion,26.0,18.88210795645425,21.090651931321894,1,21.090651931321894,Fall,2024,9,True,kaggle_shopping
25857,Hat,Kate Spade,Accessories,68.0,19.431994420571655,54.78624379401128,1,54.78624379401128,Fall,2024,9,True,kaggle_shopping
25958,Shirt,Zara,Men's Fashion,73.0,29.717101913929127,51.30651560283173,1,51.30651560283173,Fall,2024,9,True,kaggle_shopping
26059,Gloves,Coach,Accessories,27.0,17.6599799582794,22.23180541126456,1,22.23180541126456,Fall,2024,9,True,kaggle_shopping
26160,Gloves,Michael Kors,Accessories,23.0,29.596633084310564,16.19277439060857,1,16.19277439060857,Summer,2024,6,True,kaggle_shopping
26261,Backpack,Coach,Accessories,49.0,18.416664340489074,39.975834473160354,1,39.975834473160354,Fall,2024,9,True,kaggle_shopping
26362,Sunglasses,Coach,Accessories,74.0,18.967908368561467,59.96374780726451,1,59.96374780726451,Summer,2024,6,True,kaggle_shopping
26463,Skirt,Forever 21,Men's Fashion,67.0,21.733456396107712,52.438584214607836,1,52.438584214607836,Summer,2024,6,True,kaggle_shopping
26564,Handbag,Michael Kors,Accessories,65.0,21.688634775812705,50.90238739572174,1,50.90238739572174,Spring,2024,5,True,kaggle_shopping
26665,Handbag,Michael Kors,Accessories,60.0,28.832024351173658,42.7007853892958,1,42.7007853892958,Winter,2024,1,True,kaggle_shopping
26766,Sneakers,Nike,Footwear,31.0,26.357418013156934,22.82920041592135,1,22.82920041592135,Fall,2024,9,True,kaggle_shopping
26867,Gloves,Michael Kors,Accessories,27.0,24.260362250375046,20.44970219239874,1,20.44970219239874,Fall,2024,9,True,kaggle_shopping
26968,Shoes,Puma,Footwear,80.0,23.677961647538027,61.05763068196958,1,61.05763068196958,Summer,2024,6,True,kaggle_shopping
27069,Jacket,Canada Goose,Women's Fashion,30.0,20.776854315568364,23.766943705329492,1,23.766943705329492,Summer,2024,6,True,kaggle_shopping
27170,Shirt,Zara,Men's Fashion,25.0,18.151604381807623,20.462098904548093,1,20.462098904548093,Fall,2024,9,True,kaggle_shopping
27271,Shorts,H&M,Men's Fashion,35.0,22.794007619319075,27.02209733323832,1,27.02209733323832,Summer,2024,6,True,kaggle_shopping
27372,Jewelry,Michael Kors,Accessories,67.0,26.869880533240835,48.99718004272864,1,48.99718004272864,Summer,2024,6,True,kaggle_shopping
27473,Hat,Fossil,Accessories,46.0,26.86757600960831,33.64091503558017,1,33.64091503558017,Fall,2024,9,True,kaggle_shopping
27574,Shoes,Converse,Footwear,35.0,29.66527874805262,24.61715243818158,1,24.61715243818158,Winter,2024,1,True,kaggle_shopping
27675,Coat,North Face,Women's Fashion,86.0,22.140103568332627,66.95951093123394,1,66.95951093123394,Fall,2024,9,True,kaggle_shopping
27776,Backpack,Fossil,Accessories,81.0,15.29875229504704,68.6080106410119,1,68.6080106410119,Spring,2024,5,True,kaggle_shopping
27877,Hoodie,Gap,Men's Fashion,42.0,26.09436666707564,31.040365999828232,1,31.040365999828232,Fall,2024,9,True,kaggle_shopping
27978,Skirt,Gap,Men's Fashion,43.0,27.768151002850367,31.05969506877434,1,31.05969506877434,Fall,2024,9,True,kaggle_shopping
28079,Boots,Adidas,Footwear,31.0,22.93078538734848,23.891456529921975,1,23.891456529921975,Fall,2024,9,True,kaggle_shopping
28180,Sandals,Puma,Footwear,81.0,20.431605637812112,64.45039943337218,1,64.45039943337218,Fall,2024,9,True,kaggle_shopping
28281,Pants,H&M,Men's Fashion,61.0,23.524116687853564,46.65028882040932,1,46.65028882040932,Summer,2024,6,True,kaggle_shopping
28382,Gloves,Michael Kors,Accessories,96.0,19.167962509191526,77.59875599117613,1,77.59875599117613,Summer,2024,6,True,kaggle_shopping
28483,Skirt,Uniqlo,Men's Fashion,29.0,16.608143948158368,24.183638255034072,1,24.183638255034072,Spring,2024,5,True,kaggle_shopping
28584,Sneakers,Converse,Footwear,33.0,21.06380449088915,26.048944518006582,1,26.048944518006582,Spring,2024,5,True,kaggle_shopping
28685,T-shirt,Zara,Men's Fashion,32.0,25.75468474414955,23.758500881872145,1,23.758500881872145,Summer,2024,6,True,kaggle_shopping
28786,Backpack,Coach,Accessories,56.0,15.88956724702069,47.101842341668416,1,47.101842341668416,Summer,2024,6,True,kaggle_shopping
28887,Shoes,Converse,Footwear,94.0,20.185908159832806,75.02524632975715,1,75.02524632975715,Spring,2024,5,True,kaggle_shopping
28988,Hoodie,H&M,Men's Fashion,53.0,17.483162265709648,43.73392399917388,1,43.73392399917388,Spring,2024,5,True,kaggle_shopping
29089,Blouse,Uniqlo,Men's Fashion,82.0,17.627746489572903,67.54524787855021,1,67.54524787855021,Fall,2024,9,True,kaggle_shopping
29190,Coat,Columbia,Women's Fashion,70.0,21.774987157270516,54.75750898991063,1,54.75750898991063,Fall,2024,9,True,kaggle_shopping
29291,Hat,Kate Spade,Accessories,76.0,26.28281951786538,56.025057166422314,1,56.025057166422314,Fall,2024,9,True,kaggle_shopping
29392,Shoes,Adidas,Footwear,29.0,21.280591319627735,22.828628517307955,1,22.828628517307955,Summer,2024,6,True,kaggle_shopping
29493,Belt,Michael Kors,Accessories,100.0,21.221295354680404,78.77870464531959,1,78.77870464531959,Fall,2024,9,True,kaggle_shopping
29594,Backpack,Fossil,Accessories,94.0,19.93903986362455,75.25730252819292,1,75.25730252819292,Spring,2024,5,True,kaggle_shopping
29695,Jacket,Canada Goose,Women's Fashion,25.0,17.36320309977761,20.6591992250556,1,20.6591992250556,Fall,2024,9,True,kaggle_shopping
29796,Boots,Puma,Footwear,88.0,21.617943466924192,68.97620974910672,1,68.97620974910672,Summer,2024,6,True,kaggle_shopping
29897,Scarf,Michael Kors,Accessories,78.0,23.469310763982747,59.69393760409345,1,59.69393760409345,Fall,2024,9,True,kaggle_shopping
